sentiment,negative_reason,text
negative,Others,b'THIS is why people want change. This is why voting for the corporate duopoly doesn\xe2\x80\x99t benefit you. #cdnpoli #elxn43 https://t.co/rReML4pGoB'
positive,,b'This is... just... so great. \n#elxn43 https://t.co/Vz3xefFm6z'
negative,Tell lies,"b'This makes me mad. @invigilator4 nailed it. He disrespects our country and basically says ""we need to do more"". Who does that remind you of??\n\nTwo more sleeps. I want our \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 back. \n#TrudeauMustGo \n#jagmeetmustgo\n#Scheer4PM \n#elxn43 https://t.co/iZ4WjnCtsB'"
negative,Others,"b'This man should not be leading anything, period. #cdnpoli\xc2\xa0 #elxn43 https://t.co/VgKuX4Lv52'"
negative,Others,"b'This may or may not be the worst answer of the entire campaign: \n\n""We don\'t offer comments on contracts that *may or may not* exist on vendors that we *may or may not* have a relationship with.""\n#elxn43 https://t.co/ShZKei8Wre'"
positive,,"b'This might be the best weather Applefest has ever seen. Great to see old friends, large crowds and lots of support. @BowmanvilleFEST #elxn43 https://t.co/a30hXwT38u'"
positive,,b'This morning I was greeted by Nick Lourens who came up to say he had voted for the first time ever and voted Conservative. Voters of all ages are seeing our policies have something for everyone. \n#elxn43 #Conservative  #FirstTimeVoter #bcpoli #cdnpoli https://t.co/bLOwqLSqgx'
positive,,b'This new report by @standearth compares the climate plans of each major party. Find out what they need to do to become climate leaders: https://t.co/MdMGJxc9qy #cdnpoli #elxn43'
negative,Tell lies,b'This Oprah style of politics of you get a car and you get a car will result one day in opening the garage door and having nothing in the garage. #elxn43'
positive,,b'This retired Veteran endorses @JustinTrudeau and the @liberal_party . The Liberals have done more for vets in the last 4 years than Harper did in 10. And more will be done when #TeamTrudeau is elected #4MoreYears. #ChooseForward #cdnpoli #elxn43 https://t.co/0flnav22Ah'
positive,,b'This story begins like so many others before it: Andrew Scheer drinks a glass of water . . . \n\n#elxn43 #KinsellaGate'
positive,,"b'This thread is the comic relief I needed this election. Personal fave is the one with Will Riker on #electoralreform. Also, I feel really old now. #elxn43 #cdnpoli https://t.co/uLjzae3eGv'"
positive,,"b'This unpredictable election campaign has put several Liberal ministers in tight races, fighting for their political careers. https://t.co/rxoU5lko62 OttawaReporter #elxn43 #cdnpoli'"
positive,,"b'This unpredictable election campaign has put several Liberal ministers in tight races, fighting for their political careers. https://t.co/yDQrCScecJ @OttawaReporter #elxn43 #cdnpoli'"
positive,,"b'This video is really unfortunate. I like The Green Party, but it\xe2\x80\x99s clear that @theJagmeetSingh campaign is on \xf0\x9f\x94\xa5! That\xe2\x80\x99s where I\xe2\x80\x99m throwing my support this election. \n\nI would love to have him as our PM. \n\n#SinghSurge #UpRiSingh #cdnpoli #elxn43 #ygk https://t.co/Zf25KOTa9F'"
positive,,b'This was quite the moment.\n#ChooseForward #elxn43 https://t.co/45tp8Bne2U'
negative,Women Reproductive right and Racism,"b'This whole thread makes me so happy. \n\nIf you are feeling bleak about waking up to a racist prime minister on Tuesday, come join us in the feel good about our future bubble \xf0\x9f\xa7\xa1 #elxn43 #cdnpoli https://t.co/a1iYSuMpAl'"
positive,,b'This whole thread...worth a read! #elxn43 #cndpoli https://t.co/qoWhoIeTzk'
negative,Others,b'This will be the nail in the coffin for several of your candidates. Well done @CPC_HQ #elxn43  #KinsellaGate https://t.co/7geUth9Bhv'
positive,,"b'This, before you vote.\n\nhttps://t.co/NNIfcrpGnq\n\n#cdnpoli #elxn43 #ClimateAction'"
positive,,"b'Thread by @MsAmyMacPherson: ""1/40 ICYMI Here\'s my investigation into in the Canadian election RE Roger Stone, Frank Parlato, Warren Kinsella,icle, First Nations In this thread I have a bit to respond/ [\xe2\x80\xa6]"" #CDNpoli #Elxn43 #ForeignInterference #Indigenous https://t.co/tHGfFxaKkL'"
positive,,b'Thread on minority government workings and how-to from @cbc. #cdnpoli #elxn43 #IsItOverYet https://t.co/CikzVLGi1Q'
negative,Women Reproductive right and Racism,"b'Thread..\n\nSince 2003, there have been 6 antichoice bills introduced by CPC MPs that made it to a vote in the House of Commons. Support for these bills was almost entirely CPC MPs.\n#Elxn43 #cdnpoli'"
negative,Others,b'To think that you could avoid all this stupidity between #lpc and #cpc if we all just #VoteNDP \n#UpRiSingh #cdnpoli #elxn43'
negative,Others,"b'To those who would have us panic about the prospect of a coalition government: almost all world democracies have coalition governments most of the time, including that madcap nation, Switzerland. #elxn43'"
positive,,"b'TO: Settler Canadians. \nSage words from Anishnaabe legal scholar Aaron Mills, Prof at McGill Law School\nfor #elxn43 \n@Terrilltf @GretaThunberg \nPlease also tell those who end up governing &amp; representing you that this should be the basis of true Sovereign to Sovereign Relationship https://t.co/PVfJLOcBvR'"
positive,,"b'Today, I formally endorse @JustinTrudeau and the @liberal_party for Re-Election in #Election2019. #Canada has made great progress on the environment, healthcare, and jobs over the last 4 years. Under #Trudeau Canada\xe2\x80\x99s best days are still to come! #elxn43 #VoteLiberal \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/N0JzjtMLOX'"
positive,,"b'Today: @vankayak is a Canadian Olympic Champion. He has proven his skills in sport, and if you have ever watched him train or compete you know that he performs well under pressure &amp; is very proud to represent Canada.  #ChooseForward #elxn43 https://t.co/0prbJ076Go'"
negative,Others,b'Toddler just informed me he\xe2\x80\x99s the prime minister #cancelEDay #elxn43'
positive,,b'Tommy Douglas and Jagmeet Singh campaign for head to toe healthcare and dental care.  #UpRiSingh  #elxn43 https://t.co/ABuTOVwMRI'
negative,Scandal,b'Too bad #Liberal Cabinet Ministers &amp; MPs stood up for the Party Leader instead of Canadians.\n\nWe could have  #proportionalrepresentation now.\n\nMake those MPs accountable to the people this election.\n\n#cdnpoli #elxn43'
negative,Separation,b'Too rich for me to hear @justintrudea condemning the politics of fear and division... way too rich... cabinet ministers tweeting  BS nearly every day of this campaign #cdnpoli #elxn43 https://t.co/Itt31NhGqi'
positive,,b'Took Tillie for a history lesson in light of #elxn43 https://t.co/5je7Taas5D'
positive,,b'Toronto Sun is owned and operated by a multi billion dollar American hedge fund. #KinsellaGate #ChooseForward #cdnpoli #elxn43 https://t.co/BhiikXglAZ'
negative,Others,b'Traitor to #Alberta #cdnpoli #elxn43 https://t.co/58C0mS5V2a'
positive,,b'Transfer funds must require  CRPD Article 28 an adequate std of living &amp; social protection https://t.co/zCD7bhEjmk &amp; 23 Respect for home/family https://t.co/kMtZEzs6nf  \n#onpoli #nspoli #ontpoli #abpoli #nlpoli #skpoli #mbpoli #nbpoli #NWTpoli #qcpoli #Elxn43 #nspolitics #peipoli https://t.co/Eh9yRSQQkL'
positive,,b'Transfer funds must require  CRPD Article 28 an adequate std of living &amp; social protection https://t.co/zCD7bhEjmk &amp; 23 Respect for home/family https://t.co/kMtZEzs6nf  \n#onpoli #nspoli #ontpoli #abpoli #nlpoli #skpoli #mbpoli #nbpoli #NWTpoli #qcpoli #Elxn43 #nspolitics #peipoli https://t.co/Lox3C2oOpw'
positive,,b'Transfer funds must require  CRPD Article 28 an adequate std of living &amp; social protection https://t.co/zCD7bhEjmk &amp; 23 Respect for home/family https://t.co/kMtZEzs6nf  \n#onpoli #nspoli #ontpoli #abpoli #nlpoli #skpoli #mbpoli #nbpoli #NWTpoli #qcpoli #Elxn43 #nspolitics #peipoli https://t.co/Pt9g7PuJD5'
positive,,b'Transfer funds must require  CRPD Article 28 an adequate std of living &amp; social protection https://t.co/zCD7bhEjmk &amp; 23 Respect for home/family https://t.co/kMtZEzs6nf  \n#onpoli #nspoli #ontpoli #abpoli #nlpoli #skpoli #mbpoli #nbpoli #NWTpoli #qcpoli #Elxn43 #nspolitics #peipoli https://t.co/RVljNfMHhH'
positive,,b'Transfer funds must require  CRPD Article 28 an adequate std of living &amp; social protection https://t.co/zCD7bhmIuM &amp; 23 Respect for home/family https://t.co/kMtZEzJHLP  \n#onpoli #nspoli #ontpoli #abpoli #nlpoli #skpoli #mbpoli #nbpoli #NWTpoli #qcpoli #Elxn43 #nspolitics #peipoli https://t.co/SdhnkTAphQ'
negative,Women Reproductive right and Racism,b'Translation: please stop talking about how racist I am. That\xe2\x80\x99s my job.\n#elxn43 https://t.co/TovpQ0JV1s'
positive,,"b'Transparency, Conservative-style .. \n\n@CPC_HQ #cdnpoli #elxn43 https://t.co/MymgKeZ0Pv'"
negative,Economy,b'Trudeau adds $20 billion/year of DEBT to his platform just 48 hours from #elxn43 time.\n\nSo now Trudeau budget deficit for 2020 is projected to be $47 Billion?\n\nThis is before adding in new interest cost on this debt... likely bumping it over $50 B.\n\nThen cancel TMX pipeline \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/eTfuV9TArC'
negative,Tell lies,b'Trudeau has been too afraid to answer questions because he is trying to avoid lying and Scheer just plain lies. Is it any wonder then why Singh and Blanchet are seen as more attractive options by so many when they have demonstrated the most honesty in this campaign? #elxn43 https://t.co/fdfTEQSjP3'
negative,Climate Problem,"b'Trudeau just said he\'s ""PROUD""(!) of his activist candidate whose main goal is to block pipelines and shut down energy development.\n\nIf there was ANY question remaining whether Trudeau supports western Canada...there you have it.\n\n#UltimateHypocrite #TrudeauMustGo #elxn43 https://t.co/tz1TofcztO'"
negative,Scandal,"b'Trudeau Liberals @telfordk want to continue to deny your right to freedom of belief/expression, \n\npunish you if you try, as thousands vulnerable lost needed services as food/shelter due to unconstitutional religious attestation. \n\nIntolerant Liberals decline \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 democracy #elxn43 https://t.co/p6hYP5V2Xk'"
positive,,"b'Trudeau on climate change, says, for the 2nd time today: \xe2\x80\x9cWe don\xe2\x80\x99t need a plan for the next 4 years, need a plan for the next 40 years.\xe2\x80\x9d #cdnpoli #elxn43'"
negative,Scandal,"b'Trudeau spent the week trying to shore up candidates who should be no doubt but are in trouble. Scheer is embroiled in another scandal, this time with Kinsella involved! Never have the #LPC and #CPC fallen like this so close to election. Monday is going to be #DRAMA! #elxn43'"
positive,,"b'Trudeau\xe2\x80\x99s Liberals Edge Ahead Before Monday Election, Poll Shows #cdnpoli #elxn43 #canadavotes2019 #electioncanada  https://t.co/usYbEalsby'"
positive,,b'Trudeau\xe2\x80\x99s West Grey accuser was much younger than first thought \xe2\x80\x93 The Buffalo Chronicle #cdnpoli #elxn43 \xe2\x81\xa6@CFRASnow\xe2\x81\xa9  https://t.co/vMNdUDQ3wo'
negative,Others,"b'True I @\'d  him\nHe usually responds is minute \nNot a sound \nAlot of the ""Conservatives""are silent today\n\n#cdnpoli #onpoli #polqc #bcpoli #abpoli #elxn43 https://t.co/wN6HISZk2w'"
positive,,b'Tune in everyone! #elxn43 https://t.co/G1Vsz0AR7i'
negative,Tell lies,b'Turns out that only two of the six parties mention cycling in their platforms. \n#elxn43 #elxn2019 #Election2019\nhttps://t.co/f5EG6wX8P7'
positive,,b'Tweet of the election. #elxn43 https://t.co/SCZeR075Dm'
positive,,b'Twitter summary today.\n\nSomebody maybe hires a consulting group to help them in a political campaign.\n\nPeople freak.\n\n#cdnpoli #elxn43'
positive,,b'Two backgrounders by me on #elxn43 in BC. This from the IRPP: https://t.co/9f3VFWa3JB And this from Inroads: https://t.co/ubArTZG80W #elxn2019 #canadavotes2019 #CanadaVotes'
positive,,"b'Two days before the election, Justin Trudeau\xe2\x80\x99s Liberals are back in front of the Conservatives in CBC\xe2\x80\x99s Canada Poll Tracker for the first time since Oct. 10, in what proves to be one of the closest in history #cdnpoli #elxn43\n\nhttps://t.co/879bNsABiY https://t.co/MtbgIoeawk'"
positive,,"b'Two days before the election, Justin Trudeau\xe2\x80\x99s Liberals are back in front of the Conservatives in CBC\xe2\x80\x99s Canada Poll Tracker for the first time since Oct. 10, in what proves to be one of the closest in history #cdnpoli #elxn43\n\nhttps://t.co/e4pEjXGokY https://t.co/AgXPKLcBAU'"
positive,,b'Two days out from the Canadian Federal Election and still not sure who to vote for? Our Climate Election Guide ranks the climate policies of each of the major parties. \xf0\x9f\x91\x87 https://t.co/gQrRgOFmLO #cdnpoli #elxn43'
positive,,b'Two days out from the election &amp; #TeamVirani is out hitting the pavement - make sure you get out and exercise you\xe2\x80\x99re right to vote this Monday! #elxn43 #goknockdoors @LPCPHP https://t.co/pIlFnXYH68'
positive,,b'Two incredible @NDP leaders. I\xe2\x80\x99m so thankful that the province where my family lives finally has leadership that cares about people (thanks @jjhorgan for cleaning up the Campbell/Clark mess). I want that for all of Canada with @theJagmeetSingh. #bcpoli #cdnpoli #elxn43 https://t.co/EeCjCbmzMf'
positive,,b'Two more days of this merde #elxn43 #cdnelxn2019'
negative,Others,b'Unfit to be Prime Minister   #cdnpoli  #elxn43 #ScheerStupidity https://t.co/wvkj3XnsXE'
negative,Tell lies,b'Until #elxn43 one never before associated sips of water with abject lying.\n#ThirstyScheer\n#ScheerHamishKinsellaGate\n\n#cdnpoli\n#ChooseForward\n#VoteLiberal \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/ajNlYoe0HW'
negative,Others,b'Very disappointed in #Halifax candidates failure to state position on new #goldmining in #NovaScotia &amp; #Canada This includes @liberal_party min @cathmckenna This is serious &amp; ALL candidates have hid. Why? #elxn43 @AndyFillmoreHFX @JoAnnRobertsHFX @pboubnov @cmysaul @pchfxatlantic'
positive,,b'Very good question...#CPC #PPC2019 #elxn43 https://t.co/Yguw50OmFE'
positive,,b'Video reminder to put climate first on Monday #voteforclimate #elxn43 https://t.co/97caZgSCY2'
positive,,b'Visibly perturbed #AndrewScheer offers the kind of stock answer that decision-makers offer in a time of crisis. #WarrenKinsella #elxn43 https://t.co/m0GFX4dQIw'
positive,,"b'Vote based on your faith? Consider this. Beyond loving God, the greatest commandment is ""Love thy neighbour."" This means society\'s most vulnerable. I respect folks that live their faith with integrity. It\'s not about forcing beliefs on others, it\'s about love. #cdnpoli #elxn43'"
positive,,b'Vote for a party that will keep government advertising revenue in Canadian local media n not go to foreign digital publishers #elxn43 #cdnpoli'
positive,,"b'Vote for intelligent, ethical govenance and for the future of our children. #VoteGreen2019 #ForwardTogether #elxn43 #cdnpoli https://t.co/kk2omLuiwO'"
positive,,b'Vote for values not personalities  !!!#elxn43 Choose the party most likely to fulfill your own expectations when you cast that most valuable right to democracy  #YourVoteMustCount'
